hotel_name,room_type,price_w1,price_w2,price_w3,price_w4,price_w5,price_w6
Park Hotel Dalat,Standard Twin,SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT
Express NBK,Deluxe Room,"₫1,627,867","₫1,567,551","₫2,118,519","₫1,462,959","₫1,967,196","₫1,358,462"
M Village Beachfront,Deluxe City View,"₫2,883,596","₫3,322,876",NA,NA,NA,NA
Express VVK,Standard Room without Window,NA,NA,NA,NA,NA,NA
Grand Signature by M Village Hoi An,Deluxe Garden View Twin Room,SOLD OUT,SOLD OUT,"₫1,597,968","₫1,775,520","₫1,953,072","₫1,775,520"
Sheraton,"Guest room, 2 Twin, Ocean view","₫4,200,000","₫4,200,000","₫4,600,000","₫4,000,000","₫3,200,000","₫3,300,000"
M Village ĐN Centre,Superior Cozy Room for 2 People,"₫1,276,934","₫1,271,751","₫1,276,934","₫1,271,751","₫1,275,597","₫1,286,330"
M Village ĐN Heritage,Standard Room,NA,NA,NA,NA,NA,NA
Living 59 Thảo Điền,Standard Studio,NA,NA,NA,NA,NA,NA
Living Kỳ Đồng,Superior Room with Window,"₫1,206,216","₫1,201,571","₫1,206,410","₫1,201,571","₫1,815,873","₫1,253,864"
M Village Express Dien Bien Phu Q3,Standard Room without Window,"₫1,362,963","₫1,038,316","₫1,129,826","₫1,038,316","₫1,092,402","₫1,090,309"
M Village Living Nguyen Van Huong,Superior - 1 Queen Bed,"₫1,348,148","₫1,201,486","₫1,206,313","₫1,201,486","₫1,476,543","₫1,201,486"
M Village Sig Tho Nhuom,Sig TN - Trip com bao gồm 2 pax ăn sáng + thuế STUDIO,NA,NA,NA,NA,NA,NA
M Village Hotel Nguyễn Du,Superior Room with Window - No View,"₫2,346,650","₫2,357,379","₫2,354,997","₫2,354,997","₫2,357,379","₫2,354,997"
M Village Living Tran Nao,Studio Room,"₫1,099,995","₫1,114,011","₫1,114,830","₫1,114,011","₫901,516","₫1,007,693"
M Village Tao Đàn,Superior Room,"₫3,309,234","₫2,771,638",NA,NA,NA,NA
M Village Living Vo Thi Sau,Standard Studio,"₫1,201,243","₫1,142,031","₫1,664,550","₫1,142,031","₫1,101,339","₫1,096,666"
M Village Hotel Ho Guom,Standard Room without Window,NA,NA,NA,NA,NA,NA
MV TTĐ,Deluxe Room Twin,SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT
M Village Kim Mã,Superior No Window,NA,NA,NA,NA,NA,NA
MV Thi sách,Superior with Bathtub,"₫3,062,460","₫2,618,571","₫3,398,175","₫3,133,333","₫2,745,397",SOLD OUT
MV Tôn Thất Đạm,Standard Room without Window,SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT,"₫2,256,705"
M Village Express 46 Thao Dien,Standard Room (Non View),SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT,"₫1,002,757","₫1,002,757"
M Village Hotel Thợ Nhuộm,Hot TN - Trip com bao gồm 2 pax ăn sáng + thuế Superior,NA,NA,NA,NA,NA,NA
MV TTĐ,Deluxe Room,"₫3,186,484","₫2,921,000","₫3,052,739","₫2,718,375","₫2,781,420","₫2,740,833"
